Time,PPG,IBI,GSR,GSR_Event
840966,381.67,723,724,0
840976,369.38,723,712,0
840986,354.91,723,724,0
840996,338.14,723,713,0
841006,321.77,723,725,0
841016,305.25,723,712,0
841026,290.90,723,724,0
841036,280.95,723,714,0
841047,278.56,723,722,0
841057,280.02,723,716,0
841067,285.50,723,723,0
841077,292.77,723,713,0
841088,301.96,723,723,0
841097,310.98,723,716,0
841107,320.41,723,723,0
841117,328.73,723,714,0
841127,336.57,723,723,0
841137,342.78,723,716,0
841147,348.21,723,723,0
841157,352.26,723,713,0
841167,356.34,723,723,0
841177,359.92,723,716,0
841187,364.92,723,723,0
841197,371.50,723,714,0
841207,381.59,723,723,0
841217,395.17,723,716,0
841227,414.36,723,723,0
841237,438.55,723,714,0
841247,468.77,723,723,0
841257,503.04,723,713,0
841267,539.33,723,723,0
841277,574.93,723,714,0
841287,608.59,723,722,0
841307,638.03,813,723,0
841310,662.62,813,725,0
841319,681.25,813,711,0
841329,694.37,813,723,0
841339,703.65,813,712,0
841349,710.22,813,724,0
841359,714.96,813,711,0
841369,718.31,813,723,0
841379,719.03,813,712,0
841389,715.77,813,724,0
841399,706.96,813,711,0
841409,691.85,813,723,0
841419,670.04,813,712,0
841430,641.35,813,723,0
841439,606.45,813,711,0
841449,567.40,813,723,0
841459,526.26,813,712,0
841469,485.26,813,723,0
841479,446.09,813,711,0
841489,409.81,813,723,0
841499,377.81,813,711,0
841509,349.79,813,723,0
841519,326.67,813,711,0
841529,308.26,813,723,0
841539,295.06,813,711,0
841549,286.56,813,723,0
841559,282.92,813,711,0
841569,283.03,813,723,0
841579,287.14,813,711,0
841589,293.65,813,723,0
841600,302.71,813,712,0
841609,312.87,813,723,0
841619,323.97,813,711,0
841629,334.78,813,723,0
841639,345.30,813,712,0
841649,354.47,813,723,0
841659,362.68,813,711,0
841669,368.95,813,723,0
841679,373.98,813,712,0
841689,377.03,813,723,0
841699,378.82,813,711,0
841709,378.79,813,723,0
841719,377.82,813,712,0
841729,375.39,813,723,0
841739,372.32,813,711,0
841749,368.11,813,723,0
841759,363.75,813,712,0
841769,358.64,813,722,0
841779,353.86,813,711,0
841789,348.84,813,723,0
841799,344.48,813,712,0
841809,340.22,813,722,0
841819,336.85,813,711,0
841829,333.73,813,723,0
841839,331.79,813,712,0
841849,329.97,813,722,0
841859,329.12,813,711,0
841869,328.36,813,723,0
841879,328.72,813,712,0
841889,329.02,813,722,0
841900,330.21,813,713,0
841910,331.22,813,722,0
841920,333.17,813,714,0
841930,334.70,813,721,0
841940,337.06,813,714,0
841950,338.76,813,722,0
841960,341.19,813,713,0
841970,342.85,813,722,0
841980,345.08,813,714,0
841990,346.43,813,722,0
842000,348.27,813,714,0
842010,349.30,813,722,0
842020,350.84,813,714,0
842030,351.62,813,722,0
842040,353.40,813,713,0
842050,355.25,813,721,0
842060,359.46,813,714,0
842071,365.62,813,722,0
842081,376.11,813,715,0
842091,390.13,813,721,0
842101,410.32,813,715,0
842121,435.34,814,714,0
842124,466.27,814,721,0
842133,501.20,814,721,0
842143,538.21,814,718,0
842153,574.06,814,722,0
842163,608.12,814,718,0
842173,637.57,814,721,0
842183,662.47,814,718,0
842193,681.53,814,722,0
842203,695.00,814,718,0
842213,704.34,814,721,0
842223,710.41,814,718,0
842233,711.66,814,722,0
842243,708.76,814,717,0
842253,700.18,814,721,0
842263,686.62,814,718,0
842273,666.89,814,721,0
842284,641.98,814,721,0
