Time,PPG,IBI,GSR,GSR_Event
4500503,347.25,913,743,0
4500513,346.36,913,747,0
4500524,344.24,913,744,0
4500534,341.89,913,747,0
4500544,339.40,913,744,0
4500554,337.44,913,747,0
4500564,335.89,913,744,0
4500574,337.38,913,747,0
4500584,341.25,913,743,0
4500594,346.36,913,746,0
4500604,351.61,913,744,0
4500614,356.91,913,746,0
4500624,361.27,913,743,0
4500634,364.79,913,747,0
4500644,366.74,913,744,0
4500654,367.72,913,746,0
4500664,367.54,913,743,0
4500674,366.70,913,747,0
4500684,364.86,913,744,0
4500695,362.71,913,747,0
4500705,360.01,913,744,0
4500715,357.70,913,747,0
4500725,355.60,913,744,0
4500736,354.86,913,746,0
4500745,355.68,913,743,0
4500755,360.19,913,746,0
4500765,369.47,913,743,0
4500775,386.35,913,744,0
4500794,411.40,884,743,0
4500797,445.65,884,744,0
4500806,485.40,884,743,0
4500816,528.26,884,744,0
4500826,570.96,884,742,0
4500836,611.26,884,744,0
4500846,645.94,884,743,0
4500856,673.51,884,744,0
4500866,692.77,884,743,0
4500876,706.26,884,744,0
4500886,715.69,884,743,0
4500896,722.34,884,744,0
4500907,726.95,884,742,0
4500916,730.18,884,744,0
4500926,732.44,884,743,0
4500936,732.65,884,744,0
4500946,727.83,884,743,0
4500956,716.95,884,745,0
4500966,698.62,884,744,0
4500976,672.89,884,746,0
4500986,639.58,884,745,0
4500996,599.89,884,748,0
4501006,555.61,884,746,0
4501016,511.16,884,748,0
4501026,468.72,884,746,0
4501036,431.01,884,749,0
4501046,398.90,884,746,0
4501056,373.90,884,748,0
4501066,355.38,884,746,0
4501076,343.95,884,748,0
4501086,338.52,884,745,0
4501096,338.71,884,747,0
4501106,343.25,884,745,0
4501116,351.49,884,747,0
4501126,361.37,884,745,0
4501136,372.36,884,747,0
4501146,382.62,884,745,0
4501156,391.91,884,747,0
4501166,398.84,884,745,0
4501176,403.60,884,747,0
4501186,405.31,884,745,0
4501196,404.96,884,747,0
4501207,401.80,884,745,0
4501217,397.14,884,747,0
4501227,390.54,884,746,0
4501237,383.18,884,747,0
4501248,374.77,884,746,0
4501257,366.70,884,748,0
4501267,358.52,884,746,0
4501277,351.68,884,747,0
4501287,345.69,884,746,0
4501297,341.50,884,747,0
4501307,338.60,884,746,0
4501317,337.57,884,747,0
4501327,337.70,884,746,0
