Time,PPG,IBI,GSR,GSR_Event
1278375,327.88,944,755,0
1278385,323.24,944,756,0
1278395,317.60,944,755,0
1278405,311.63,944,756,0
1278415,306.39,944,755,0
1278425,301.77,944,756,0
1278435,298.24,944,755,0
1278445,296.75,944,756,0
1278455,300.43,944,755,0
1278465,305.61,944,756,0
1278475,311.34,944,755,0
1278485,316.51,944,756,0
1278495,320.99,944,755,0
1278505,324.25,944,756,0
1278515,326.96,944,755,0
1278525,328.77,944,756,0
1278535,330.68,944,755,0
1278545,332.92,944,756,0
1278555,336.63,944,755,0
1278574,342.66,943,755,0
1278577,355.23,943,757,0
1278586,373.80,943,757,0
1278596,398.85,943,757,0
1278606,429.75,943,757,0
1278616,466.64,943,757,0
1278626,507.63,943,758,0
1278636,550.86,943,757,0
1278646,590.93,943,757,0
1278656,627.12,943,757,0
1278666,658.37,943,758,0
1278676,683.59,943,757,0
1278686,700.77,943,757,0
1278696,710.14,943,757,0
1278706,711.60,943,757,0
1278716,706.45,943,757,0
1278726,695.08,943,757,0
1278736,678.47,943,757,0
1278746,657.55,943,757,0
1278756,634.62,943,757,0
1278766,610.65,943,757,0
1278776,587.66,943,757,0
1278786,565.73,943,758,0
1278796,545.93,943,757,0
1278807,527.69,943,757,0
1278817,511.93,943,757,0
1278827,497.29,943,757,0
1278837,484.00,943,757,0
1278848,470.63,943,756,0
1278857,458.01,943,757,0
1278867,445.07,943,758,0
1278877,432.96,943,757,0
1278887,420.67,943,757,0
1278897,409.76,943,757,0
1278907,399.50,943,757,0
1278917,391.34,943,757,0
1278927,384.08,943,757,0
1278937,379.13,943,757,0
1278947,375.19,943,757,0
1278957,373.25,943,757,0
1278967,371.89,943,757,0
1278977,372.05,943,757,0
1278987,372.55,943,757,0
1278997,374.31,943,757,0
1279007,375.80,943,757,0
1279017,378.01,943,757,0
1279027,379.46,943,757,0
1279037,380.99,943,757,0
1279047,381.17,943,757,0
1279057,380.82,943,757,0
1279067,378.64,943,757,0
1279077,375.92,943,757,0
1279087,371.53,943,757,0
1279097,367.17,943,757,0
1279107,361.76,943,757,0
1279117,356.86,943,757,0
