Time,PPG,IBI,GSR,GSR_Event
7178364,392.89,864,753,0
7178374,378.61,864,753,0
7178384,369.47,864,756,0
7178394,364.53,864,755,0
7178404,362.83,864,755,0
7178414,363.22,864,754,0
7178424,365.26,864,755,0
7178434,370.96,864,755,0
7178444,378.22,864,755,0
7178455,383.00,864,754,0
7178465,385.70,864,755,0
7178475,386.64,864,754,0
7178485,386.28,864,755,0
7178496,384.44,864,754,0
7178505,381.69,864,755,0
7178515,377.80,864,754,0
7178525,373.57,864,755,0
7178535,368.56,864,754,0
7178545,363.55,864,755,0
7178555,358.37,864,754,0
7178565,353.63,864,755,0
7178575,348.81,864,754,0
7178585,344.63,864,754,0
7178595,340.54,864,754,0
7178605,337.25,864,754,0
7178615,334.09,864,753,0
7178625,331.58,864,754,0
7178635,329.86,864,754,0
7178645,328.79,864,755,0
7178655,327.52,864,753,0
7178665,326.25,864,754,0
7178675,324.76,864,753,0
7178685,323.63,864,754,0
7178695,322.63,864,753,0
7178705,321.80,864,754,0
7178715,321.13,864,753,0
7178725,321.35,864,754,0
7178735,322.31,864,753,0
7178745,324.15,864,754,0
7178755,326.12,864,752,0
7178765,328.14,864,753,0
7178775,329.68,864,752,0
7178785,331.45,864,753,0
7178796,332.94,864,752,0
7178806,334.59,864,753,0
7178816,335.83,864,752,0
7178826,337.38,864,753,0
7178836,338.77,864,752,0
7178846,340.46,864,753,0
7178856,341.78,864,752,0
7178866,343.18,864,753,0
7178876,344.28,864,752,0
7178886,345.82,864,753,0
7178896,347.89,864,752,0
7178906,352.77,864,753,0
7178916,361.11,864,752,0
7178926,375.09,864,753,0
7178945,395.42,863,753,0
7178948,424.78,863,754,0
7178957,461.49,863,753,0
7178967,502.70,863,754,0
7178977,544.92,863,753,0
7178987,585.96,863,754,0
7178997,623.21,863,753,0
7179008,655.25,863,754,0
7179017,679.13,863,753,0
7179027,695.85,863,754,0
7179037,707.51,863,753,0
7179047,715.67,863,754,0
7179057,719.97,863,753,0
7179067,720.28,863,754,0
7179077,715.95,863,753,0
7179087,707.09,863,754,0
7179097,693.52,863,753,0
7179107,675.58,863,754,0
7179117,652.95,863,753,0
7179127,627.55,863,754,0
7179137,600.30,863,753,0
7179147,573.08,863,754,0
7179157,546.06,863,753,0
7179167,520.37,863,754,0
7179177,495.87,863,753,0
7179187,473.71,863,754,0
7179197,453.31,863,753,0
7179207,435.48,863,754,0
7179217,419.39,863,753,0
7179227,406.12,863,754,0
