Time,PPG,IBI,GSR,GSR_Event
5046986,583.19,763,763,0
5046996,538.39,763,763,0
5047006,495.03,763,763,0
5047016,455.38,763,763,0
5047026,421.36,763,763,0
5047036,393.27,763,763,0
5047046,371.72,763,763,0
5047056,357.15,763,764,0
5047066,352.09,763,763,0
5047076,352.40,763,763,0
5047086,356.70,763,763,0
5047096,363.13,763,763,0
5047106,371.02,763,763,0
5047116,379.07,763,763,0
5047127,386.85,763,763,0
5047137,393.37,763,763,0
5047147,398.70,763,764,0
5047157,402.00,763,763,0
5047168,403.46,763,763,0
5047177,402.76,763,764,0
5047187,400.22,763,763,0
5047197,395.70,763,763,0
5047207,389.75,763,764,0
5047217,382.54,763,764,0
5047227,374.79,763,764,0
5047237,366.37,763,763,0
5047247,358.11,763,763,0
5047257,350.07,763,763,0
5047267,342.93,763,764,0
5047277,336.52,763,763,0
5047287,331.44,763,763,0
5047297,327.36,763,763,0
5047307,324.98,763,763,0
5047317,323.53,763,763,0
5047327,323.59,763,763,0
5047337,324.35,763,763,0
5047347,326.30,763,763,0
5047357,328.48,763,763,0
5047367,331.30,763,763,0
5047377,333.86,763,763,0
5047387,336.69,763,763,0
5047397,338.80,763,763,0
5047407,340.83,763,763,0
5047417,342.12,763,763,0
5047427,343.33,763,764,0
5047437,343.96,763,763,0
5047447,344.74,763,763,0
5047457,345.03,763,763,0
5047468,345.67,763,764,0
5047478,345.90,763,763,0
5047488,346.40,763,764,0
5047498,346.62,763,763,0
5047508,347.46,763,764,0
5047518,348.70,763,763,0
5047528,352.00,763,763,0
5047538,357.92,763,763,0
5047548,368.78,763,764,0
5047558,385.22,763,763,0
5047568,409.50,763,763,0
5047578,441.79,763,763,0
5047598,481.24,783,763,0
5047601,524.24,783,766,0
5047610,568.27,783,765,0
5047620,610.23,783,765,0
5047630,648.30,783,766,0
5047640,679.93,783,765,0
5047650,703.91,783,765,0
5047660,720.73,783,764,0
5047670,732.51,783,766,0
5047681,740.76,783,764,0
5047691,745.89,783,765,0
5047701,745.75,783,764,0
5047711,739.40,783,766,0
5047721,725.86,783,764,0
5047731,705.42,783,765,0
5047741,677.78,783,764,0
5047751,643.77,783,766,0
5047761,604.20,783,764,0
5047771,562.95,783,765,0
5047781,521.78,783,764,0
5047791,483.10,783,766,0
5047801,447.33,783,764,0
5047811,416.12,783,765,0
5047821,389.17,783,764,0
5047831,367.47,783,766,0
5047841,350.45,783,764,0
5047852,338.78,783,765,0
5047862,331.65,783,764,0
5047872,329.27,783,765,0
5047882,330.43,783,764,0
5047892,335.02,783,765,0
5047902,341.65,783,764,0
5047912,350.03,783,766,0
5047922,358.81,783,764,0
5047932,367.56,783,765,0
5047942,375.24,783,764,0
5047952,381.72,783,765,0
5047962,386.22,783,764,0
5047972,388.81,783,765,0
5047982,389.13,783,764,0
5047992,387.50,783,766,0
5048002,383.92,783,764,0
5048012,378.93,783,765,0
5048023,372.57,783,764,0
5048033,365.50,783,766,0
5048043,357.98,783,764,0
5048053,350.57,783,765,0
5048064,343.50,783,765,0
5048073,337.26,783,766,0
5048083,331.70,783,764,0
5048093,327.12,783,765,0
5048103,323.44,783,764,0
5048113,320.86,783,766,0
5048123,319.49,783,764,0
5048133,318.96,783,765,0
5048143,319.18,783,765,0
5048153,320.24,783,765,0
5048163,321.88,783,764,0
5048173,324.11,783,765,0
5048183,326.69,783,764,0
