Time,PPG,IBI,GSR,GSR_Event
1423228,339.00,844,775,0
1423238,334.67,844,776,0
1423248,330.83,844,774,0
1423258,328.22,844,776,0
1423268,326.78,844,775,0
1423278,326.63,844,776,0
1423288,327.22,844,774,0
1423298,332.94,844,776,0
1423308,341.06,844,774,0
1423319,349.95,844,776,0
1423329,358.32,844,775,0
1423339,365.34,844,776,0
1423349,370.47,844,775,0
1423360,373.50,844,776,0
1423369,374.38,844,775,0
1423379,373.11,844,776,0
1423389,369.99,844,775,0
1423399,365.36,844,776,0
1423409,359.60,844,775,0
1423419,353.12,844,776,0
1423429,346.31,844,775,0
1423439,339.45,844,776,0
1423449,332.80,844,775,0
1423459,326.56,844,776,0
1423469,320.91,844,775,0
1423479,315.79,844,776,0
1423489,311.44,844,775,0
1423499,307.88,844,776,0
1423509,305.17,844,775,0
1423519,303.11,844,776,0
1423529,301.87,844,775,0
1423539,301.40,844,776,0
1423549,301.84,844,775,0
1423559,302.91,844,776,0
1423569,304.53,844,776,0
1423579,306.42,844,776,0
1423589,308.83,844,775,0
1423599,311.32,844,776,0
1423609,313.84,844,775,0
1423619,316.33,844,776,0
1423629,318.76,844,775,0
1423639,320.93,844,776,0
1423649,322.88,844,776,0
1423660,324.37,844,776,0
1423670,325.76,844,776,0
1423680,326.73,844,775,0
1423690,327.41,844,776,0
1423700,327.46,844,775,0
1423710,327.41,844,776,0
1423720,327.03,844,775,0
1423730,326.63,844,776,0
1423740,326.23,844,775,0
1423750,326.72,844,776,0
1423760,328.22,844,775,0
1423770,331.97,844,776,0
1423780,338.58,844,775,0
1423790,349.50,844,776,0
1423800,365.47,844,775,0
1423819,387.53,873,775,0
1423822,417.41,873,775,0
1423831,454.45,873,777,0
1423841,496.40,873,776,0
1423851,540.29,873,777,0
1423861,583.45,873,776,0
1423872,623.98,873,777,0
1423881,659.95,873,776,0
1423891,687.31,873,777,0
1423901,704.66,873,776,0
1423911,712.30,873,777,0
1423921,711.18,873,776,0
1423931,702.17,873,777,0
1423941,685.62,873,776,0
1423951,662.29,873,777,0
1423961,633.96,873,776,0
1423971,602.94,873,777,0
1423981,570.48,873,775,0
1423991,538.32,873,777,0
1424001,507.32,873,776,0
1424011,478.77,873,777,0
1424021,452.91,873,775,0
1424031,430.22,873,778,0
1424041,410.44,873,775,0
1424051,394.11,873,777,0
1424061,380.62,873,775,0
1424071,370.53,873,778,0
1424081,363.30,873,775,0
1424091,359.18,873,777,0
1424101,357.46,873,775,0
1424111,358.43,873,777,0
1424121,361.18,873,775,0
1424131,365.88,873,777,0
1424141,371.44,873,775,0
1424151,377.95,873,777,0
1424161,384.22,873,775,0
1424172,390.37,873,777,0
1424182,395.15,873,774,0
1424192,398.87,873,777,0
1424202,400.71,873,775,0
1424212,401.10,873,777,0
1424222,399.48,873,775,0
1424232,396.60,873,777,0
1424242,392.05,873,775,0
1424252,386.93,873,777,0
1424262,380.70,873,774,0
1424272,374.36,873,777,0
1424282,367.56,873,775,0
1424292,361.14,873,777,0
1424302,354.75,873,775,0
1424312,349.21,873,777,0
1424322,343.75,873,774,0
1424332,339.28,873,777,0
1424343,335.04,873,774,0
1424353,331.69,873,778,0
1424363,328.39,873,774,0
1424373,325.96,873,777,0
1424384,323.57,873,774,0
1424393,322.12,873,778,0
1424403,320.84,873,774,0
1424413,320.33,873,777,0
1424423,319.84,873,774,0
1424433,320.15,873,777,0
1424443,320.28,873,774,0
1424453,321.05,873,777,0
1424463,321.63,873,774,0
1424473,322.52,873,778,0
1424483,323.13,873,774,0
1424493,324.08,873,777,0
1424503,324.74,873,774,0
1424513,325.89,873,777,0
1424523,326.69,873,774,0
1424533,327.86,873,777,0
1424543,328.76,873,774,0
1424553,330.12,873,778,0
1424563,331.07,873,774,0
1424573,332.25,873,777,0
1424583,332.77,873,774,0
1424593,333.48,873,778,0
1424603,333.51,873,774,0
1424613,333.57,873,778,0
1424623,333.14,873,774,0
1424633,333.27,873,777,0
1424643,333.75,873,774,0
1424653,336.09,873,777,0
1424663,340.39,873,774,0
1424673,348.50,873,778,0
1424684,360.82,873,774,0
1424703,378.88,884,773,0
1424706,403.43,884,776,0
1424715,435.10,884,778,0
1424726,472.06,884,776,0
1424735,513.35,884,777,0
1424745,555.68,884,775,0
1424755,596.96,884,777,0
1424765,634.81,884,776,0
1424775,667.31,884,778,0
1424785,692.80,884,776,0
1424795,710.61,884,777,0
1424805,719.47,884,776,0
1424815,720.53,884,777,0
1424825,713.94,884,775,0
1424835,700.33,884,777,0
1424845,679.83,884,776,0
1424855,653.74,884,777,0
1424865,623.35,884,775,0
1424875,590.93,884,777,0
1424885,557.65,884,776,0
1424896,525.40,884,777,0
1424905,494.98,884,775,0
1424915,467.38,884,777,0
1424925,442.58,884,776,0
1424935,421.49,884,777,0
1424945,403.86,884,775,0
1424955,389.97,884,777,0
1424965,379.35,884,776,0
1424975,372.22,884,777,0
1424985,368.38,884,775,0
1424995,367.62,884,777,0
1425005,369.11,884,776,0
1425015,372.89,884,777,0
1425025,378.15,884,775,0
1425035,384.83,884,777,0
1425045,391.91,884,776,0
1425055,399.14,884,777,0
1425065,405.78,884,776,0
1425075,411.93,884,777,0
1425085,416.58,884,776,0
1425095,419.84,884,777,0
1425105,421.30,884,776,0
1425115,421.17,884,777,0
1425125,419.15,884,776,0
1425135,415.76,884,777,0
1425145,410.86,884,776,0
1425155,405.24,884,777,0
