Time,PPG,IBI,GSR,GSR_Event
872201,320.00,783,752,0
872211,320.64,783,745,0
872221,319.29,783,754,0
872231,315.09,783,745,0
872241,309.28,783,753,0
872251,301.05,783,745,0
872261,291.65,783,754,0
872271,283.70,783,744,0
872281,280.32,783,753,0
872291,277.91,783,744,0
872301,276.44,783,756,0
872311,274.89,783,744,0
872321,274.28,783,753,0
872331,273.72,783,745,0
872341,273.85,783,754,0
872351,274.41,783,744,0
872361,276.22,783,753,0
872371,278.38,783,745,0
872381,281.57,783,754,0
872391,284.70,783,745,0
872401,288.34,783,755,0
872411,291.76,783,745,0
872421,294.96,783,754,0
872431,297.28,783,743,0
872441,299.56,783,753,0
872451,301.10,783,745,0
872461,302.87,783,756,0
872471,304.20,783,744,0
872481,305.55,783,753,0
872492,306.50,783,740,0
872502,307.89,783,760,0
872512,309.34,783,736,0
872522,311.47,783,754,0
872532,314.88,783,736,0
872542,321.65,783,755,0
872552,334.10,783,736,0
872562,355.75,783,754,0
872582,389.34,753,753,0
872585,431.32,753,754,0
872594,478.84,753,747,0
872604,528.82,753,753,0
872614,578.54,753,748,0
872624,624.54,753,754,0
872634,662.73,753,746,0
872644,689.56,753,753,0
872654,708.38,753,748,0
872664,721.51,753,754,0
872674,730.78,753,746,0
872684,737.19,753,753,0
872694,741.72,753,748,0
872705,744.85,753,753,0
872715,747.12,753,749,0
872725,748.63,753,752,0
872735,749.73,753,750,0
872745,750.41,753,751,0
872755,750.97,753,749,0
872765,751.28,753,752,0
872775,751.50,753,751,0
872785,751.56,753,751,0
872795,748.31,753,749,0
872805,736.47,753,752,0
872815,715.50,753,750,0
872825,683.77,753,751,0
872835,643.59,753,749,0
872845,594.30,753,752,0
872855,538.88,753,750,0
872865,480.67,753,751,0
872876,428.14,753,752,0
872886,382.03,753,750,0
872896,346.79,753,752,0
872906,319.73,753,750,0
872916,303.61,753,752,0
872926,294.38,753,750,0
872936,293.41,753,752,0
872946,295.73,753,750,0
872956,302.45,753,752,0
872966,308.75,753,750,0
872976,316.24,753,752,0
872986,320.75,753,750,0
872996,324.77,753,752,0
873006,324.84,753,751,0
873016,323.82,753,751,0
873026,319.33,753,750,0
873036,314.56,753,752,0
873047,306.98,753,750,0
873057,300.25,753,752,0
873067,291.91,753,750,0
873077,285.51,753,752,0
873088,278.88,753,749,0
873097,274.85,753,752,0
873107,271.21,753,750,0
873117,270.42,753,752,0
873127,269.86,753,750,0
873137,271.92,753,752,0
873147,273.74,753,750,0
873157,277.68,753,752,0
873167,280.82,753,750,0
873177,285.29,753,752,0
873187,288.63,753,750,0
873197,293.07,753,752,0
873207,295.96,753,749,0
873217,299.92,753,752,0
873227,302.17,753,750,0
873237,305.16,753,752,0
873247,306.44,753,750,0
873257,308.45,753,752,0
873267,308.66,753,750,0
873277,309.62,753,752,0
873287,308.75,753,750,0
873297,308.87,753,753,0
873307,308.43,753,750,0
873317,311.30,753,752,0
873327,317.64,753,750,0
873337,333.31,753,753,0
873347,359.27,753,750,0
873357,397.25,753,753,0
873376,442.43,795,751,0
873379,492.92,795,756,0
873388,544.41,795,749,0
873398,594.60,795,753,0
873408,638.09,795,750,0
873418,672.18,795,753,0
873428,696.04,795,749,0
873438,712.79,795,753,0
873448,724.51,795,750,0
873458,732.75,795,753,0
873468,738.53,795,749,0
873478,742.57,795,753,0
873488,745.40,795,749,0
873498,747.38,795,753,0
873508,748.77,795,749,0
873518,749.74,795,753,0
873528,750.42,795,750,0
873538,750.89,795,753,0
873548,751.22,795,749,0
873559,751.46,795,755,0
873569,751.62,795,747,0
873579,751.73,795,756,0
873589,751.56,795,743,0
873600,746.16,795,756,0
873609,732.01,795,747,0
873619,708.14,795,756,0
873629,673.68,795,743,0
873639,629.81,795,756,0
873649,577.41,795,747,0
873659,518.91,795,756,0
873669,460.31,795,743,0
873679,407.37,795,756,0
873689,361.88,795,747,0
873699,326.51,795,756,0
873709,300.39,795,743,0
873719,283.69,795,757,0
873729,273.97,795,747,0
873739,270.98,795,756,0
873749,271.67,795,744,0
873759,275.45,795,756,0
873769,279.82,795,741,0
873779,284.63,795,757,0
873789,287.91,795,743,0
873799,290.25,795,756,0
873809,290.35,795,741,0
873819,289.60,795,756,0
873829,287.11,795,742,0
873839,284.20,795,756,0
873849,280.41,795,741,0
873859,277.33,795,757,0
873869,274.19,795,744,0
873879,272.03,795,756,0
873889,270.05,795,740,0
873900,269.39,795,756,0
873910,269.32,795,737,0
873920,270.34,795,757,0
873930,271.95,795,738,0
873940,274.32,795,755,0
873950,276.97,795,737,0
873960,280.19,795,757,0
873970,283.61,795,737,0
873980,286.94,795,756,0
873990,290.09,795,737,0
874000,292.63,795,757,0
874010,294.88,795,737,0
874020,296.55,795,756,0
874030,297.58,795,737,0
874040,298.05,795,756,0
874050,298.21,795,737,0
874060,297.89,795,756,0
874071,297.58,795,742,0
874081,296.68,795,754,0
874091,296.26,795,746,0
874101,295.15,795,754,0
874112,294.51,795,746,0
874121,293.50,795,754,0
874131,293.86,795,746,0
874141,295.75,795,754,0
874151,303.32,795,745,0
874161,317.37,795,754,0
874180,343.83,804,753,0
874183,381.64,804,754,0
874192,428.25,804,749,0
874202,479.47,804,754,0
874212,533.25,804,747,0
874222,584.64,804,753,0
874232,631.25,804,749,0
874242,667.60,804,754,0
874252,693.18,804,747,0
874262,711.04,804,753,0
874272,723.59,804,749,0
874283,732.28,804,753,0
874292,738.45,804,747,0
874302,742.73,804,753,0
874312,745.81,804,749,0
874322,747.88,804,753,0
874332,749.42,804,747,0
874342,750.45,804,753,0
874352,751.26,804,749,0
874362,751.74,804,753,0
874372,752.16,804,747,0
874382,752.37,804,753,0
874392,752.60,804,749,0
874402,752.68,804,753,0
874412,752.82,804,747,0
874422,752.83,804,753,0
874432,751.59,804,749,0
874442,742.89,804,753,0
874452,725.82,804,751,0
874462,697.97,804,753,0
874472,661.17,804,749,0
874482,614.32,804,752,0
874492,560.61,804,751,0
874502,501.28,804,753,0
874512,445.61,804,749,0
874522,394.30,804,752,0
874532,352.72,804,750,0
874542,318.39,804,754,0
874552,294.70,804,749,0
874562,277.18,804,752,0
874572,267.91,804,750,0
874583,261.98,804,752,0
874593,261.43,804,752,0
874603,261.26,804,751,0
874613,263.88,804,752,0
874624,264.86,804,751,0
874633,267.34,804,752,0
874643,267.41,804,751,0
874653,268.66,804,752,0
874663,267.48,804,750,0
874673,267.76,804,751,0
874683,266.08,804,751,0
874693,266.22,804,752,0
874703,265.00,804,751,0
874713,265.94,804,752,0
874723,265.57,804,751,0
874733,267.59,804,753,0
874743,268.31,804,751,0
874753,271.39,804,752,0
874763,273.12,804,751,0
874773,276.85,804,753,0
874783,278.83,804,751,0
874793,282.43,804,753,0
874803,284.06,804,751,0
874813,287.21,804,752,0
874823,288.26,804,751,0
874833,290.80,804,753,0
874843,290.99,804,751,0
874853,292.53,804,752,0
874863,291.95,804,750,0
874873,292.73,804,753,0
874883,291.66,804,751,0
874893,292.06,804,752,0
874903,290.28,804,750,0
874913,290.03,804,753,0
874933,288.13,753,751,0
874936,287.45,753,754,0
874945,285.56,753,750,0
874955,285.05,753,753,0
874966,283.06,753,749,0
874975,282.91,753,753,0
874985,281.44,753,750,0
874995,281.44,753,753,0
875005,280.66,753,749,0
875015,281.06,753,753,0
875025,280.23,753,750,0
875035,281.02,753,754,0
875045,281.53,753,749,0
875055,285.83,753,753,0
875065,293.34,753,750,0
875075,310.12,753,753,0
875085,337.68,753,749,0
875104,377.72,0,748,0
875107,425.08,0,745,0
875116,477.90,0,754,0
875126,531.71,0,749,0
875137,584.64,0,759,0
875147,630.91,0,743,0
875157,667.15,0,758,0
875167,692.48,0,737,0
875177,710.25,0,756,0
875187,722.69,0,745,0
875197,731.44,0,758,0
