Time,PPG,IBI,GSR,GSR_Event
2928666,318.59,653,767,0
2928676,324.50,653,768,0
2928686,334.38,653,768,0
2928696,350.81,653,769,0
2928706,375.72,653,768,0
2928716,410.99,653,769,0
2928736,454.11,653,768,0
2928739,502.93,653,769,0
2928748,553.48,653,767,0
2928758,602.88,653,769,0
2928769,647.62,653,768,0
2928779,684.85,653,770,0
2928789,712.19,653,767,0
2928799,731.33,653,769,0
2928809,744.73,653,767,0
2928819,754.11,653,769,0
2928829,760.68,653,767,0
2928839,765.28,653,770,0
2928849,768.49,653,767,0
2928859,770.75,653,769,0
2928869,772.32,653,767,0
2928879,773.43,653,769,0
2928889,774.20,653,767,0
2928899,774.74,653,770,0
2928909,775.12,653,767,0
2928919,775.38,653,769,0
2928929,775.57,653,767,0
2928940,775.70,653,770,0
2928950,771.12,653,767,0
2928960,758.74,653,769,0
2928970,736.96,653,767,0
2928980,705.21,653,769,0
2928990,664.09,653,767,0
2929000,614.27,653,769,0
2929010,556.89,653,767,0
2929020,497.95,653,769,0
2929030,442.08,653,767,0
2929040,392.25,653,769,0
2929050,350.44,653,767,0
2929060,317.09,653,769,0
2929070,292.38,653,767,0
2929080,275.81,653,769,0
2929090,266.61,653,767,0
2929100,263.51,653,770,0
2929111,265.37,653,767,0
2929121,270.70,653,769,0
2929131,278.51,653,767,0
2929141,287.70,653,769,0
2929152,297.52,653,767,0
2929161,307.09,653,769,0
2929171,316.06,653,767,0
2929181,323.89,653,769,0
2929191,330.52,653,767,0
2929201,335.59,653,769,0
2929211,339.27,653,767,0
2929221,341.38,653,769,0
2929231,342.16,653,767,0
2929241,341.47,653,769,0
2929251,339.57,653,767,0
2929261,336.44,653,769,0
2929271,332.45,653,767,0
2929281,327.65,653,770,0
2929291,322.44,653,767,0
2929301,316.95,653,769,0
2929311,311.78,653,767,0
2929321,307.26,653,769,0
2929331,304.18,653,767,0
2929341,303.27,653,770,0
2929351,306.15,653,767,0
2929361,314.37,653,769,0
2929371,329.60,653,767,0
2929381,353.38,653,769,0
2929391,387.12,653,767,0
2929401,430.67,653,769,0
2929411,480.18,653,767,0
2929430,531.90,694,767,0
2929433,582.59,694,769,0
2929442,629.47,694,769,0
2929452,669.91,694,767,0
2929462,701.70,694,769,0
2929472,723.99,694,768,0
2929482,739.59,694,769,0
2929492,750.51,694,767,0
2929502,758.16,694,769,0
2929512,763.51,694,767,0
2929522,767.26,694,769,0
2929532,769.88,694,767,0
2929542,771.72,694,769,0
2929552,773.00,694,768,0
2929562,773.90,694,769,0
2929572,774.53,694,767,0
2929582,774.97,694,769,0
2929592,774.12,694,768,0
2929602,767.44,694,769,0
2929612,752.18,694,767,0
2929623,726.67,694,769,0
2929633,690.68,694,768,0
2929643,644.45,694,768,0
2929653,589.16,694,767,0
2929664,527.14,694,768,0
2929673,464.83,694,767,0
2929683,406.38,694,769,0
2929693,355.26,694,767,0
2929703,312.93,694,769,0
2929713,280.42,694,768,0
2929723,257.37,694,768,0
2929733,243.46,694,767,0
2929743,237.19,694,768,0
2929753,237.52,694,767,0
2929763,242.63,694,769,0
2929773,251.44,694,768,0
2929783,262.33,694,769,0
2929793,274.40,694,767,0
2929803,286.37,694,769,0
2929813,297.83,694,768,0
2929823,307.95,694,769,0
2929833,316.67,694,768,0
2929843,323.49,694,768,0
2929853,328.75,694,768,0
2929863,332.17,694,769,0
2929873,334.22,694,768,0
2929883,334.75,694,769,0
2929893,334.35,694,767,0
2929903,332.88,694,769,0
2929913,330.81,694,767,0
2929923,328.04,694,769,0
2929933,325.07,694,767,0
2929943,321.66,694,768,0
2929953,318.29,694,767,0
2929964,314.73,694,768,0
2929974,311.60,694,768,0
2929984,308.85,694,768,0
2929994,307.31,694,768,0
2930004,307.22,694,768,0
2930014,309.77,694,768,0
2930024,316.05,694,768,0
2930034,328.42,694,768,0
2930044,348.48,694,768,0
2930054,377.91,694,768,0
2930064,417.71,694,768,0
2930074,464.64,694,768,0
2930084,515.27,694,768,0
2930103,566.54,673,768,0
2930106,615.02,673,767,0
2930115,657.96,673,769,0
2930125,692.94,673,767,0
2930135,717.90,673,768,0
2930145,735.37,673,768,0
2930155,747.65,673,769,0
2930165,756.24,673,767,0
2930176,762.30,673,769,0
2930185,766.49,673,767,0
2930195,769.43,673,768,0
2930205,771.53,673,768,0
2930215,773.00,673,769,0
2930225,773.99,673,767,0
2930235,774.68,673,769,0
2930245,775.12,673,767,0
2930255,775.47,673,769,0
2930265,775.71,673,767,0
2930275,775.88,673,769,0
2930285,776.00,673,767,0
2930295,776.09,673,769,0
2930305,772.81,673,767,0
2930315,762.06,673,769,0
2930325,741.22,673,767,0
2930335,709.35,673,768,0
2930345,666.35,673,767,0
2930355,613.40,673,769,0
2930365,551.57,673,767,0
2930375,485.78,673,768,0
2930385,421.60,673,767,0
2930395,363.39,673,768,0
2930405,313.43,673,767,0
2930415,273.32,673,768,0
2930425,242.88,673,767,0
2930435,222.00,673,768,0
2930445,209.57,673,767,0
2930455,204.73,673,768,0
2930465,205.80,673,767,0
2930476,211.69,673,769,0
2930486,220.61,673,767,0
2930496,231.61,673,769,0
2930506,243.34,673,767,0
2930516,255.24,673,769,0
2930526,266.27,673,767,0
2930536,276.26,673,769,0
2930546,284.62,673,767,0
2930556,291.55,673,769,0
2930566,296.70,673,767,0
2930576,300.48,673,769,0
2930586,302.73,673,767,0
2930596,303.93,673,769,0
2930606,303.99,673,767,0
2930616,303.39,673,769,0
2930626,302.08,673,767,0
2930636,300.51,673,769,0
2930647,298.64,673,767,0
2930657,296.82,673,769,0
2930667,295.03,673,767,0
2930677,293.65,673,769,0
2930688,292.77,673,767,0
2930697,292.92,673,769,0
2930707,294.40,673,766,0
2930717,298.27,673,769,0
2930727,305.77,673,767,0
2930737,318.70,673,769,0
2930747,339.02,673,767,0
2930757,368.88,673,769,0
2930767,409.80,673,767,0
2930777,457.86,673,769,0
2930787,509.59,673,767,0
2930806,561.87,703,766,0
2930809,611.75,703,767,0
2930818,656.18,703,769,0
2930828,692.17,703,767,0
2930838,717.45,703,769,0
2930848,735.19,703,767,0
2930859,747.64,703,770,0
2930868,756.37,703,767,0
2930878,762.47,703,769,0
2930888,766.74,703,766,0
2930898,769.78,703,770,0
2930908,771.86,703,767,0
2930918,773.27,703,769,0
2930928,774.22,703,766,0
2930938,774.88,703,769,0
2930948,775.35,703,767,0
2930958,775.67,703,769,0
2930968,775.90,703,767,0
2930978,776.06,703,769,0
2930988,776.17,703,767,0
2930998,776.29,703,769,0
2931008,776.42,703,767,0
2931018,776.46,703,769,0
2931028,771.74,703,766,0
2931038,759.47,703,769,0
2931048,737.73,703,766,0
2931058,705.84,703,769,0
2931068,663.97,703,766,0
2931078,613.15,703,769,0
2931088,554.52,703,766,0
2931098,494.15,703,769,0
2931108,436.29,703,766,0
2931118,384.39,703,768,0
2931128,340.39,703,767,0
2931138,305.26,703,769,0
2931148,278.95,703,766,0
2931159,261.14,703,768,0
2931169,250.98,703,766,0
2931179,247.26,703,769,0
2931189,248.64,703,766,0
2931200,253.68,703,768,0
2931209,261.02,703,767,0
2931219,269.41,703,769,0
2931229,277.82,703,766,0
2931239,285.24,703,769,0
2931249,291.30,703,766,0
2931259,295.49,703,769,0
2931269,297.83,703,766,0
2931279,298.27,703,769,0
2931289,297.07,703,766,0
2931299,294.57,703,769,0
2931309,291.27,703,766,0
2931319,287.37,703,768,0
2931329,283.45,703,766,0
2931339,279.80,703,769,0
2931349,276.82,703,767,0
2931359,274.60,703,769,0
2931369,273.26,703,767,0
