Time,PPG,IBI,GSR,GSR_Event
1008249,372.38,783,761,0
1008259,367.85,783,760,0
1008269,359.93,783,762,0
1008279,349.28,783,760,0
1008289,337.07,783,762,0
1008300,323.89,783,760,0
1008310,310.76,783,762,0
1008320,303.55,783,760,0
1008330,300.77,783,762,0
1008340,301.23,783,760,0
1008350,304.16,783,762,0
1008360,308.74,783,760,0
1008370,314.26,783,762,0
1008380,320.01,783,760,0
1008390,325.49,783,762,0
1008400,330.40,783,759,0
1008410,334.87,783,762,0
1008420,338.68,783,760,0
1008430,341.86,783,762,0
1008440,344.47,783,760,0
1008450,346.43,783,762,0
1008460,348.10,783,760,0
1008471,349.40,783,761,0
1008481,350.35,783,760,0
1008491,350.97,783,762,0
1008501,351.37,783,760,0
1008512,351.47,783,762,0
1008521,351.76,783,760,0
1008531,352.00,783,762,0
1008541,352.47,783,760,0
1008551,352.97,783,762,0
1008561,353.88,783,760,0
1008571,355.25,783,762,0
1008581,357.70,783,760,0
1008591,361.30,783,762,0
1008601,366.78,783,760,0
1008611,374.78,783,762,0
1008621,386.12,783,760,0
1008631,401.47,783,762,0
1008641,421.43,783,760,0
1008651,446.24,783,762,0
1008661,476.13,783,760,0
1008680,510.42,783,760,0
1008684,547.58,783,764,0
1008692,585.12,783,764,0
1008702,621.00,783,762,0
1008712,653.66,783,763,0
1008722,681.79,783,762,0
1008732,704.44,783,763,0
1008742,721.41,783,762,0
1008752,733.28,783,763,0
1008762,741.60,783,762,0
1008772,747.42,783,763,0
1008782,751.02,783,762,0
1008792,750.24,783,763,0
1008802,743.74,783,762,0
1008812,730.58,783,763,0
1008822,710.09,783,762,0
1008832,681.82,783,763,0
1008842,646.35,783,762,0
1008852,604.46,783,763,0
1008862,560.00,783,762,0
1008872,515.30,783,763,0
1008882,472.74,783,762,0
1008892,433.86,783,763,0
1008902,400.43,783,761,0
1008912,372.62,783,763,0
1008922,351.09,783,762,0
1008932,335.12,783,763,0
1008942,324.97,783,761,0
1008952,319.62,783,763,0
1008962,318.92,783,761,0
1008972,321.56,783,763,0
1008983,327.18,783,762,0
1008993,334.41,783,763,0
1009003,343.03,783,762,0
1009013,351.76,783,763,0
1009024,360.36,783,762,0
1009033,367.80,783,763,0
1009043,374.20,783,762,0
1009053,378.73,783,763,0
1009063,381.81,783,762,0
1009073,382.98,783,763,0
1009083,382.86,783,761,0
1009093,381.19,783,763,0
1009103,378.69,783,762,0
1009113,375.10,783,763,0
1009123,371.25,783,761,0
1009133,366.85,783,763,0
1009143,362.57,783,762,0
1009153,358.02,783,763,0
1009163,354.12,783,762,0
1009173,350.40,783,763,0
1009183,347.49,783,762,0
1009193,344.82,783,763,0
1009203,343.16,783,762,0
1009213,341.78,783,763,0
1009223,341.20,783,762,0
1009233,340.63,783,763,0
1009243,340.65,783,762,0
1009253,340.76,783,763,0
1009263,341.52,783,762,0
1009273,342.00,783,763,0
1009283,342.90,783,761,0
1009293,343.75,783,763,0
1009303,345.07,783,762,0
1009313,346.12,783,763,0
1009324,347.41,783,762,0
1009334,348.27,783,762,0
1009344,349.61,783,762,0
1009354,350.67,783,762,0
1009364,352.10,783,762,0
1009374,353.44,783,762,0
1009384,356.01,783,762,0
1009394,359.78,783,762,0
1009404,366.27,783,762,0
1009414,375.32,783,762,0
1009424,388.42,783,762,0
1009434,405.78,783,762,0
1009444,428.69,783,762,0
1009454,456.38,783,762,0
1009473,489.18,793,761,0
1009476,525.43,793,762,0
1009485,563.49,793,763,0
1009495,600.84,793,762,0
1009505,635.82,793,763,0
1009515,666.60,793,762,0
1009525,692.52,793,763,0
1009536,712.59,793,762,0
1009545,727.11,793,763,0
1009555,737.28,793,762,0
1009565,743.62,793,763,0
1009575,744.89,793,762,0
1009585,740.60,793,763,0
1009595,729.49,793,762,0
1009605,711.56,793,763,0
1009615,686.23,793,761,0
1009625,654.41,793,763,0
1009635,616.78,793,762,0
1009645,576.39,793,763,0
1009655,534.96,793,762,0
1009665,495.41,793,763,0
1009675,458.65,793,762,0
1009685,426.52,793,763,0
1009695,398.81,793,762,0
1009705,376.67,793,763,0
1009715,359.67,793,762,0
1009725,348.02,793,763,0
1009735,340.60,793,762,0
1009745,337.64,793,763,0
1009755,337.70,793,762,0
1009765,340.79,793,763,0
1009775,345.53,793,762,0
1009785,351.88,793,763,0
1009795,358.56,793,762,0
1009805,365.68,793,763,0
1009815,371.99,793,762,0
1009825,377.91,793,763,0
1009836,382.39,793,762,0
1009846,385.83,793,763,0
1009856,387.51,793,761,0
1009866,388.26,793,763,0
1009876,387.28,793,761,0
1009886,385.31,793,763,0
1009896,381.83,793,762,0
1009906,377.60,793,763,0
1009916,372.36,793,761,0
1009926,366.85,793,763,0
1009936,360.90,793,761,0
1009946,355.48,793,763,0
1009956,350.28,793,761,0
1009966,346.04,793,763,0
1009976,342.30,793,761,0
1009986,339.81,793,763,0
1009996,337.94,793,761,0
1010007,336.93,793,763,0
1010017,336.26,793,761,0
1010027,336.36,793,763,0
1010037,336.59,793,761,0
1010048,337.53,793,764,0
1010057,338.44,793,761,0
1010067,339.94,793,764,0
1010077,341.46,793,761,0
1010087,343.29,793,764,0
1010097,344.92,793,761,0
1010107,346.79,793,763,0
1010117,348.44,793,761,0
1010127,350.32,793,763,0
1010137,352.02,793,761,0
1010147,354.16,793,763,0
1010157,356.68,793,761,0
1010167,360.42,793,763,0
1010177,365.52,793,761,0
1010187,373.12,793,763,0
1010197,383.50,793,761,0
1010207,397.92,793,764,0
1010217,416.72,793,761,0
1010227,440.67,793,764,0
1010237,469.53,793,762,0
1010256,503.48,783,760,0
1010259,540.54,783,762,0
1010268,578.56,783,764,0
1010278,615.17,783,761,0
1010288,648.76,783,764,0
1010298,677.85,783,761,0
1010308,701.63,783,764,0
1010318,719.36,783,761,0
1010328,731.85,783,764,0
1010338,740.60,783,761,0
1010348,745.43,783,764,0
1010358,745.26,783,761,0
1010368,739.14,783,763,0
1010378,726.24,783,761,0
1010388,706.37,783,763,0
1010398,679.56,783,761,0
1010408,646.18,783,763,0
1010418,607.77,783,761,0
1010428,566.86,783,763,0
1010438,525.72,783,761,0
1010448,486.55,783,763,0
1010458,450.47,783,761,0
1010468,418.66,783,763,0
1010478,391.37,783,761,0
1010488,369.32,783,763,0
1010498,352.51,783,761,0
1010508,341.04,783,764,0
1010519,334.39,783,761,0
1010529,332.26,783,764,0
1010539,333.77,783,761,0
1010549,338.29,783,764,0
1010560,345.02,783,761,0
1010569,353.07,783,764,0
1010579,361.45,783,761,0
1010589,369.41,783,764,0
1010599,376.49,783,761,0
1010609,382.21,783,764,0
1010619,386.44,783,761,0
1010629,388.92,783,764,0
1010639,389.76,783,761,0
1010649,389.14,783,764,0
1010659,387.17,783,761,0
1010669,383.95,783,763,0
1010679,379.81,783,761,0
1010689,375.15,783,764,0
1010699,370.13,783,761,0
1010709,364.95,783,764,0
1010719,359.74,783,761,0
1010729,354.76,783,763,0
1010739,350.16,783,761,0
1010749,346.00,783,763,0
1010759,342.36,783,761,0
1010769,339.25,783,764,0
1010779,336.86,783,761,0
1010789,335.19,783,763,0
1010799,334.15,783,761,0
1010809,333.63,783,763,0
1010819,333.74,783,761,0
1010829,334.12,783,763,0
1010839,334.64,783,761,0
1010849,335.22,783,763,0
1010860,335.97,783,761,0
1010870,336.88,783,763,0
1010880,337.99,783,761,0
1010890,339.02,783,764,0
1010900,340.26,783,761,0
1010910,341.85,783,763,0
1010920,344.04,783,761,0
1010930,346.77,783,763,0
