Time,GSR
301780,782
301790,782
301800,781
301810,783
301820,783
301830,783
301840,782
301850,783
301860,782
301870,782
301880,782
301890,780
301900,780
301911,781
301921,780
301931,781
301941,782
301952,783
301961,783
301971,782
301981,782
301991,782
302001,783
302011,783
302021,783
302031,783
302041,783
302051,783
302061,783
302071,783
302081,783
302091,783
302101,783
302111,703
302131,711
302134,712
302143,713
302153,713
302163,753
302173,752
302183,754
302193,754
302203,755
302213,753
302223,755
302233,754
302243,755
302253,753
302263,755
302273,754
302283,755
302294,754
302303,755
302313,754
302323,755
302333,754
302343,755
302353,754
302363,755
302373,754
302383,755
302393,754
302403,755
302413,754
302423,755
302433,754
302443,755
302453,754
302464,755
302473,754
302483,755
302493,754
302503,755
302513,754
302523,755
302533,754
302543,755
302553,754
302563,755
302573,754
302583,755
302593,754
302603,755
302613,754
302623,755
302633,755
302643,755
302653,754
302663,754
302673,755
302683,755
302693,754
302703,754
302713,755
302723,755
302733,755
302743,755
302763,754
302766,754
302775,755
302785,754
302795,756
302806,754
302815,755
302825,754
302835,756
302845,754
302855,755
302865,754
302875,756
302885,754
302895,755
302905,754
302915,756
302925,754
302935,756
302945,754
302955,755
302965,754
302976,756
302985,754
302995,755
303005,754
303015,755
303025,754
303035,755
303045,754
303055,756
303065,754
303075,755
303085,754
303095,756
303105,754
303115,755
303125,754
303135,756
303145,754
303155,755
303165,754
303175,756
303185,754
303195,755
303205,754
303215,756
303225,754
303235,755
303245,754
303255,756
303265,754
303276,756
303286,754
303296,756
303306,754
303316,756
303326,754
303336,756
303346,754
303356,756
303366,754
303376,756
303386,754
303396,756
303406,754
303416,756
303426,754
303446,753
303449,754
303458,756
303468,754
303478,756
303489,754
303499,756
303509,754
303528,753
303531,754
303540,756
303550,754
303560,755
303570,754
303580,756
303590,754
303600,755
303610,754
303620,755
303630,754
303640,755
303650,754
303660,756
303670,754
303680,755
303690,754
303700,755
303710,754
303720,755
303730,754
303740,755
303750,754
303760,755
303770,754
303780,755
303790,754
303800,755
303810,754
303820,755
303831,754
303841,755
303851,754
303861,755
303872,755
303881,755
303891,754
303901,755
303911,755
303921,755
303931,754
303941,755
303951,755
303961,755
303971,755
303981,755
303991,755
304001,755
304011,755
304021,755
304031,755
304041,755
304051,755
304070,754
304073,756
304082,754
304092,755
304102,755
304112,755
304122,754
304132,755
304151,754
304153,756
304163,754
304173,755
304183,754
304193,755
304203,754
304214,756
304223,754
304233,755
304243,754
304253,755
304263,754
304273,755
304283,754
304293,755
304303,754
304313,755
304323,754
304333,755
304343,754
304353,755
304363,754
304373,755
304384,754
304393,755
304403,754
304413,755
304423,754
304433,755
304443,754
304453,755
304463,754
304473,756
304483,754
304493,755
304503,754
304513,755
304523,754
304533,755
304543,754
304553,756
304563,754
304573,755
304583,754
304593,756
304603,754
304613,755
304623,754
304633,756
304643,754
304653,755
304663,754
304673,756
304684,754
304694,756
304713,755
304716,756
304726,754
304735,756
304745,754
304755,756
304765,754
304775,756
304785,753
304795,756
304805,753
304815,756
304825,753
304835,756
304845,753
304855,756
304865,753
304875,756
304885,753
304896,756
304905,753
304915,756
304925,753
304935,756
304945,753
304955,756
304965,753
304975,756
304985,753
304995,756
305005,753
305015,756
305025,753
305035,756
305045,753
305055,756
305065,753
305075,756
305085,753
305095,756
305105,753
305115,756
305125,754
305135,756
305145,753
305155,756
305165,754
305175,756
305185,753
305196,756
305206,754
305216,756
305226,754
305236,756
305246,754
305256,756
305266,754
305276,756
305286,754
305296,756
305306,754
305326,753
305328,755
305338,756
305348,754
305358,755
305368,754
305378,756
305388,754
305398,755
305409,754
305419,755
305429,754
305439,755
305449,755
305459,755
305469,754
305479,755
305489,755
305499,755
305509,754
305519,755
305529,755
305539,755
305549,754
305559,755
305569,755
305580,755
305590,755
305600,754
305610,755
305620,754
305630,755
305640,754
305650,755
305660,754
305670,755
305680,754
305690,755
305700,754
305710,755
305720,754
305730,755
305740,754
305751,755
305761,754
305771,755
305781,754
305792,755
305801,754
305811,756
305821,754
305831,755
305841,754
305851,756
305861,754
305871,756
305881,754
305891,756
305901,754
305911,756
305921,754
305940,754
305943,754
305952,757
305963,754
305972,756
305982,754
305992,756
306002,754
306012,756
306022,754
306032,756
306042,754
306052,756
306062,754
306072,757
306082,754
306092,756
306102,754
306112,756
306122,754
306132,756
306142,754
306152,756
306162,754
306172,756
306182,754
306192,756
306202,754
306212,756
306222,754
306232,756
306242,754
306252,756
306263,754
306273,756
306283,754
306293,756
306304,754
306313,756
306323,754
306333,756
306343,754
306353,756
306363,753
306373,756
306383,754
306393,756
306403,754
306413,756
306423,754
306433,756
306443,753
306453,756
306463,754
306473,756
306483,755
306493,756
306503,754
306513,756
306523,754
306533,756
306543,754
306553,756
306563,754
306582,753
306584,756
306594,756
306604,754
306614,756
306624,754
306634,756
306644,755
306654,756
306664,754
306674,756
306684,754
306694,756
306704,754
306714,756
306724,754
306734,756
306744,754
306754,756
306764,754
306775,756
306785,754
306795,756
306805,754
306816,755
306825,754
306835,756
306845,754
306855,755
306865,754
306875,756
306885,754
306895,755
306905,754
306915,756
306925,754
306935,755
306945,754
306955,756
306965,754
306975,755
306985,754
306995,756
307005,754
307015,755
307025,754
307035,756
307045,754
307055,756
307065,754
307075,756
307085,754
307095,755
307105,754
307116,756
307126,754
307136,755
307146,755
307156,755
307166,755
307176,755
307186,755
307206,754
307209,756
307218,754
307228,756
307238,754
307248,756
307258,754
307268,756
307278,754
307288,756
307298,754
307308,756
307318,754
307329,756
307339,753
307349,756
307359,753
307369,756
307379,753
307389,756
307399,754
307409,756
307419,753
307429,756
307439,754
307449,756
307459,753
307469,756
307479,754
307489,756
307500,753
307510,756
307520,753
307530,757
307540,753
307550,756
307560,753
307570,757
307580,753
307590,756
307600,753
307610,756
307620,753
307630,756
307640,753
307650,756
307660,753
307671,756
307681,753
307691,757
307701,753
307712,756
307721,753
307731,757
307741,753
307751,757
307761,754
307771,757
307781,754
307791,757
307801,753
307820,752
307823,755
307832,756
307842,754
307852,757
307862,754
307872,756
307883,754
307892,757
307902,754
307912,756
307922,754
307932,756
307942,753
307952,756
307962,754
307972,756
307982,754
307992,756
308002,754
308012,756
308022,753
308032,756
308042,754
308052,756
308062,753
308072,756
308082,754
308092,756
308102,754
308112,756
308122,754
308132,756
308142,754
308152,756
308162,754
308172,756
308183,754
308193,756
308203,754
308213,756
308224,754
308233,756
308243,754
308253,756
308263,754
308273,756
308283,754
308293,756
308303,754
308313,756
308323,754
308333,756
308343,754
308353,756
308363,754
308373,756
308383,754
308393,756
308403,754
308413,756
308423,754
308443,753
308446,757
308455,755
308465,756
308475,754
308485,755
308495,755
308505,756
308515,754
308525,755
308535,755
308545,756
308555,754
308566,756
308575,755
308585,755
308595,754
308605,756
308615,755
308625,756
308635,754
308645,756
308655,755
308665,756
308675,755
308685,756
308695,755
308705,756
308715,755
308725,756
308736,755
308745,756
308755,755
308765,755
308775,754
308785,756
308795,755
308805,755
308815,754
308825,755
308835,755
308845,756
308855,754
308865,755
308875,755
308885,756
308895,755
308905,756
308915,755
308925,756
308935,755
308945,756
308955,756
308965,755
308975,755
308985,756
308995,755
309005,755
309015,755
309025,756
309036,755
309055,753
309058,753
309067,757
309078,754
309087,756
309097,754
309107,757
309117,754
309127,756
309137,754
309147,756
309157,753
309167,756
309177,753
309187,756
309197,753
309207,756
309217,753
309227,756
309237,753
309248,756
309257,754
309267,756
309277,754
309287,756
309297,754
309307,756
309317,754
309327,757
309337,754
309347,757
309357,754
309367,756
309377,754
309387,756
309397,753
309407,756
309417,753
309427,756
309437,753
309447,756
309457,753
309467,756
309477,753
309487,756
309497,753
309507,757
309517,754
309527,757
309537,753
309548,757
309558,754
309568,757
309578,753
309588,757
309598,754
309608,757
309618,753
309628,757
309638,753
309657,752
309660,753
309669,757
309679,753
309689,757
309699,753
309709,757
309719,753
309729,757
309739,754
309749,757
309760,754
309769,757
309779,753
309789,756
309799,753
309809,757
309819,753
309829,756
309839,753
309849,757
309859,753
309869,756
309879,754
309889,757
309899,753
309909,756
309919,753
309929,756
309939,753
309949,757
309959,754
309969,756
309979,753
309989,756
309999,753
310009,756
310019,753
310029,756
310039,753
310049,756
310060,753
310070,756
310080,754
310090,756
310100,754
310110,756
310120,754
310130,756
310140,754
310150,756
310160,754
310170,756
310180,754
310190,756
310200,754
310210,756
310220,754
310231,756
310241,754
310251,756
310270,755
310274,755
310283,756
310293,755
310303,756
310313,755
310323,756
310333,755
310343,756
310353,754
310363,756
310373,755
310383,755
310393,754
310403,755
310413,754
310423,756
310433,754
310444,756
310454,754
310464,756
310474,754
310484,756
310494,754
310504,756
310514,754
310524,756
310534,754
310544,756
310554,754
310564,756
310574,754
310584,756
310594,754
310604,756
310615,754
310625,756
310635,753
310645,757
310656,753
310665,756
310675,753
310685,757
310695,754
310705,756
310715,753
310725,757
310735,753
310745,756
310755,753
310765,757
310775,754
310785,757
310795,753
310805,757
310815,754
310825,757
310835,753
310845,757
310855,754
310865,757
310884,755
310887,757
310896,753
310906,757
310916,753
310926,757
310936,753
310946,757
310956,753
310966,757
310976,753
310986,757
310996,753
311006,757
311016,753
311026,757
311036,753
311046,757
311056,753
311066,757
311076,753
311086,757
311096,753
311106,757
311116,753
311127,757
311137,753
311147,757
311157,753
311168,757
311177,753
311187,757
311197,753
311207,756
311217,753
311227,757
311237,753
311247,757
311257,753
311267,757
311277,753
311287,756
311297,753
311307,757
311317,753
311327,757
311337,754
311347,757
311357,753
311367,757
311377,754
311387,757
311397,753
311407,757
311417,754
311427,757
311437,754
311447,757
311457,754
311468,757
311478,754
311497,753
311499,755
311510,756
311519,754
311529,756
311539,754
311559,754
311561,756
311571,755
311581,757
311591,763
311601,761
311611,776
311621,765
311631,767
311641,769
311651,770
311661,772
311671,771
311681,773
311691,773
311701,776
311711,778
311721,780
311731,780
311741,781
311751,781
311761,781
311771,781
311781,780
311791,781
311801,782
311811,782
311821,783
311831,783
311841,783
311852,782
311862,783
311872,783
311882,784
311892,784
311902,785
311912,784
311922,784
311932,783
311942,784
311952,784
311962,784
311972,783
311982,783
311992,777
312002,778
312012,777
312023,777
312033,775
312043,776
312053,774
312064,776
312073,775
312083,776
312093,692
312103,712
312122,715
312125,748
312134,751
312144,756
312154,753
312164,756
312174,753
312184,757
312194,753
312204,756
312214,753
312224,756
312235,753
312244,756
312254,753
312264,757
312274,753
312284,756
312294,753
312304,756
312314,753
312324,756
312334,753
312344,756
312354,753
312364,757
312374,753
312384,757
312394,753
312404,757
312414,753
312424,757
312434,753
312444,757
312454,753
312464,757
312474,753
312484,757
312494,753
312504,756
312514,753
312524,757
312535,753
312545,757
312555,753
312565,757
312576,753
312585,756
312595,753
312605,757
312615,754
312625,757
312635,753
312645,757
312655,754
312665,757
312675,753
312685,757
312695,754
312705,757
312715,753
312725,757
312735,754
312755,752
312757,755
312767,756
312777,754
312787,756
312797,754
312807,756
312817,754
312827,756
312837,754
312847,756
312857,754
312867,756
312877,754
312887,756
312897,754
312907,756
312918,754
312927,756
312937,754
312947,756
312957,754
312967,756
312977,754
312987,756
312997,754
313007,756
313017,754
313027,756
313037,754
313047,756
313057,754
313067,756
313077,754
313088,756
313097,754
313107,756
313117,754
313127,756
313137,754
313147,756
313157,754
313167,756
313177,754
313187,756
313197,754
313207,756
313217,754
313227,756
313237,754
313247,756
313257,755
313267,756
313277,755
313287,756
313297,755
313307,756
313317,754
313327,756
313337,755
313356,753
313359,756
313368,756
313378,755
313388,756
313398,755
313408,756
313418,755
313428,755
313438,755
313448,756
313458,755
313468,755
313478,754
313488,755
313498,755
313508,755
313518,754
313528,755
313538,755
313548,755
313559,755
313569,754
313579,756
313589,754
313600,755
313609,755
313619,756
313629,755
313639,756
313649,755
313659,756
313669,755
313679,755
313689,755
313699,756
313709,755
313719,756
313729,755
313739,756
313749,755
313759,756
313769,754
313779,756
313789,755
313799,756
313809,754
313819,756
313829,754
313839,756
313849,754
313859,756
313869,755
313879,756
313889,754
313900,756
313910,754
313920,756
313930,754
313940,757
313950,754
313960,756
313970,754
313990,753
313993,753
314002,757
314012,753
314022,757
314032,754
314042,757
314052,753
314062,757
314072,754
314082,757
314092,753
314102,757
314113,753
314123,757
314133,753
314143,757
314153,753
314163,757
314173,753
314183,757
314193,753
314203,757
314213,753
314223,757
314233,753
314243,757
314253,753
314263,757
314273,753
314284,757
314294,753
314304,757
314314,754
314324,756
314334,753
314344,756
314354,754
314364,756
314374,753
314384,756
314394,754
314404,756
314414,753
314424,757
314434,754
314444,756
314455,753
314465,756
314475,754
314485,756
314496,754
314505,756
314515,754
314525,756
314535,754
314545,756
314555,754
314565,756
314575,754
314585,756
314604,755
314606,756
314616,754
314626,756
314636,754
314646,756
314656,755
314667,755
314676,755
314686,756
314696,754
314706,755
314716,755
314726,756
314736,754
314746,755
314756,754
314766,756
314776,754
314786,755
314796,754
314806,756
314816,754
314826,755
314836,755
314846,756
314856,755
314866,755
314876,755
314886,756
314896,755
314906,755
314916,755
314926,756
314936,755
314946,755
314956,755
314967,755
314977,755
314987,754
314997,756
315008,754
315017,755
315027,754
315037,756
315047,754
315057,755
315067,754
315077,756
315087,754
315097,755
315107,755
315117,756
315127,755
315137,756
315147,755
315157,756
315167,755
315177,756
315187,755
315197,756
315207,755
315227,754
315230,754
315239,757
315249,754
315259,757
315269,754
315279,757
315289,754
315299,757
315309,754
315319,756
315329,754
315339,757
315350,753
315359,756
315369,754
315379,757
315389,753
315399,756
315409,754
315419,757
315429,753
315439,756
315449,754
315459,757
315469,753
315479,756
315489,754
315499,757
315509,754
315520,757
315529,754
315539,757
315549,753
315559,757
315569,754
315579,757
315589,753
315599,757
315609,754
315619,757
315629,753
315639,757
315649,754
315659,757
315669,753
315679,757
315689,754
315699,757
315709,754
315719,757
315729,754
315739,757
315749,754
315759,757
315769,754
315779,757
315789,754
315799,757
315809,754
315820,757
315830,754
315849,752
315852,754
315862,757
315871,754
315881,757
315891,754
315901,757
315911,754
315921,757
315931,754
315941,757
315951,754
315961,757
315971,753
315981,757
315991,753
316001,756
316011,753
316021,757
316032,754
316041,757
316051,753
316061,757
316071,753
316081,756
316091,753
316101,757
316111,754
316121,756
316131,753
316141,757
316151,754
316161,756
316171,753
316181,757
316191,754
316201,756
316211,753
316221,757
316231,754
316241,756
316251,753
316261,757
316271,754
316281,756
316291,753
316301,757
316311,753
316321,757
316332,754
316342,757
316352,754
316362,756
316372,754
316382,757
316392,754
316402,756
316412,754
316422,757
316432,754
316442,756
316452,754
316462,757
316472,754
316491,753
316493,756
316503,757
316513,754
316523,756
316533,754
316544,756
316553,754
316563,756
316573,755
316583,756
316593,754
316603,756
316613,754
316623,756
316633,754
316643,756
316653,754
316663,756
316673,754
316683,756
316693,754
316703,756
316713,755
316723,756
316733,754
316743,756
316753,755
316763,756
316773,754
316783,756
316793,755
316803,756
316813,754
316823,756
316833,754
316844,756
316854,754
316864,755
316874,755
316884,755
316894,754
316904,755
316914,755
316924,755
316934,754
316944,755
316954,755
316964,755
316974,754
316984,755
316994,755
317004,755
317015,755
317025,755
317035,756
317045,755
317056,756
317065,755
317075,756
317085,755
317105,753
317107,755
317117,757
317127,754
317137,757
317147,754
317157,757
317167,754
317177,757
317187,754
317197,757
317207,754
317217,756
317228,754
317238,757
317248,754
317258,757
317268,753
317278,757
317288,754
317298,757
317308,753
317318,757
317328,753
317338,757
317348,753
317358,757
317368,754
317378,757
317388,753
317399,757
317409,753
317419,757
317429,753
317440,757
317449,753
317459,757
317469,753
317479,757
317489,753
317499,757
317509,753
317519,757
317529,753
317539,757
317549,753
317559,757
317569,753
317579,757
317589,753
317599,757
317609,754
317619,757
317629,753
317639,757
317649,754
317659,757
317669,753
317679,757
317689,754
317699,757
317709,753
317719,757
317739,756
317742,757
317751,754
317761,757
317771,754
317782,756
317791,754
317801,757
317811,754
317821,756
317831,754
317841,756
317851,754
317861,756
317871,754
317881,756
317891,754
317901,756
317911,754
317921,756
317931,754
317941,756
317952,754
317961,756
317971,754
317981,756
317991,754
318001,756
318011,754
318021,756
318031,754
318041,756
318051,754
318061,756
318071,754
318081,756
318091,754
318101,756
318111,754
318121,756
318131,754
318141,756
318151,754
318161,756
318171,754
318181,756
318191,754
318201,756
318211,754
318221,756
318231,754
318241,756
318252,755
318262,756
318272,755
318282,756
318292,755
318302,756
318312,755
318322,756
318332,755
318342,756
318352,755
318362,756
318382,755
318384,755
318394,756
318404,755
318414,756
318424,755
318434,756
318444,755
318454,756
318465,755
318475,756
318485,754
318495,756
318505,754
318515,756
318525,754
318535,756
318545,754
318555,756
318565,754
318575,756
318585,754
318595,756
318605,754
318615,756
318625,754
318636,757
318646,754
318656,757
318666,754
318676,757
318686,754
318696,757
318706,754
318716,757
318726,753
318736,757
318746,754
318756,757
318766,754
318776,757
318786,754
318796,757
318807,753
318817,757
318827,753
318837,757
318848,753
318857,757
318867,754
318877,757
318887,753
318897,757
318907,754
318917,757
318927,753
318937,757
318947,754
318957,757
318967,753
318977,757
318987,754
318997,757
319016,756
319020,757
319028,754
319038,757
319048,753
319058,757
319068,754
319078,757
319088,754
319098,757
319108,754
319118,757
319128,753
319138,757
319148,754
319158,757
319168,753
319178,757
319188,754
319198,757
319208,754
319218,757
319228,754
319238,757
319248,754
319258,757
319268,754
319278,757
319288,754
319298,757
319308,754
319319,757
319329,754
319339,757
319349,754
319360,756
319369,754
319379,756
319389,754
319399,756
319409,754
319419,756
319429,754
319439,756
319449,754
319459,756
319469,754
319479,757
319489,754
319499,757
319509,754
319519,757
319529,755
319539,757
319549,754
319559,757
319569,755
319579,756
319589,754
319599,757
319609,755
319619,757
319629,754
319648,754
319651,756
319660,756
319670,754
319680,756
319690,755
319700,756
319710,755
319720,757
319730,755
319740,756
319750,755
319760,756
319770,755
319780,756
319790,754
319800,756
319810,755
319820,756
319831,755
319841,756
319851,755
319861,755
319872,756
319881,756
319891,755
319901,755
319911,755
319921,756
319931,755
319941,755
319951,755
319961,756
319971,755
319981,755
319991,755
320001,756
320011,755
320021,755
320031,755
320041,755
320051,755
320061,756
320071,755
320081,755
320091,755
320101,756
320111,755
320121,755
320131,755
320141,756
320151,755
320161,755
320172,756
320182,755
320192,756
320202,755
320212,756
320222,755
320232,756
320242,755
320252,756
320262,755
320272,756
320282,755
320302,754
320305,754
320314,757
320324,754
320334,757
320344,754
320354,757
320364,754
320374,757
320385,754
320395,757
320405,754
320415,757
320425,754
320435,757
320445,754
320455,757
320465,754
320475,757
320485,754
320495,757
320505,753
320515,756
320525,754
320535,757
320545,754
320556,757
320566,754
320576,757
320586,754
320596,757
320606,754
320616,757
320626,754
320636,757
320646,754
320656,757
320666,754
320676,757
320686,754
320696,757
320706,754
320716,757
320727,754
320737,757
320747,754
320757,756
320768,754
320777,757
320787,754
320797,756
320807,754
320817,757
320827,754
320837,756
320847,754
320857,757
320867,754
320877,757
320887,754
320897,757
320907,754
320917,757
320927,754
320947,753
320950,755
320959,756
320969,755
320979,756
320989,755
320999,756
321009,755
321019,756
321029,755
321039,756
321049,755
321059,756
321069,754
321079,756
321089,754
321099,756
321110,755
321119,756
321129,754
321139,756
321149,755
321159,756
321169,754
321179,756
321189,755
321199,756
321209,754
321219,756
321229,755
321239,757
321249,754
321259,756
321269,755
321280,756
321289,754
321299,756
321309,755
321319,756
321329,754
321339,756
321349,755
321359,756
321369,754
321379,756
321389,755
321399,756
321409,754
321419,756
321429,755
321439,756
321449,755
321459,756
321469,755
321479,756
321489,755
321499,756
321509,755
321519,756
321529,755
321539,756
321549,755
321559,756
321579,755
321582,755
321591,756
321601,755
321611,756
321622,755
321631,756
321641,755
321651,756
321661,755
321671,756
321681,755
321691,756
321701,755
321711,756
321721,755
321731,756
321741,755
321751,756
321761,755
321771,756
321781,754
321792,756
321801,755
321811,756
321821,755
321831,756
321841,755
321851,756
321861,755
321871,756
321881,755
321891,756
321901,755
321911,756
321921,755
321931,756
321941,754
321951,756
321961,755
321971,756
321981,755
321991,756
322001,754
322011,756
322021,755
322031,756
322041,754
322051,756
322061,754
322071,756
322081,754
322092,756
322102,754
322112,757
322122,754
322132,757
322142,754
322152,757
322162,754
322172,757
322182,754
322192,757
322202,754
322222,753
322225,754
322234,757
322244,754
322254,757
322264,754
322274,757
322284,754
322294,757
322305,753
322315,757
322325,754
322335,757
322345,754
322355,757
322365,754
322375,757
322385,754
322395,757
322405,754
322415,757
322425,753
322435,757
322445,754
322455,757
322465,753
322476,757
322486,754
322496,757
322506,754
322516,757
322526,754
322536,757
322546,754
322556,756
322566,754
322576,757
322586,754
322596,757
322606,754
322616,757
322626,754
322636,757
322647,754
322657,757
322667,754
322677,756
322688,755
322697,757
322707,754
322717,756
322727,755
322737,757
322747,754
322757,756
322767,755
322777,757
322787,754
322797,756
322807,755
322817,757
322827,754
322837,757
322856,756
322859,756
322868,755
322878,756
322888,755
322898,756
322908,755
322918,756
322928,755
322938,756
322948,755
322958,756
322968,756
322978,758
322988,759
322998,755
323008,754
323018,756
323028,757
323038,758
323048,760
323058,757
323068,755
323078,757
323088,756
323098,755
323108,755
323118,756
323128,755
323138,756
323148,755
323159,755
323169,756
323179,755
323189,756
323200,757
323209,759
323219,755
323229,756
323239,754
323249,755
323259,755
323269,756
323279,755
323289,755
323299,755
323309,756
323319,755
323329,756
323339,759
323349,755
323359,755
323369,756
323379,756
323389,756
323399,755
323409,756
323419,756
323429,756
323439,755
323449,756
323459,760
323469,755
323488,755
323491,756
323500,755
323510,756
323520,755
323530,756
323540,755
323550,756
323560,755
323570,756
323580,757
323590,757
323600,760
323610,757
323620,756
323630,758
323640,755
323650,756
323660,755
323671,756
323681,754
323691,756
323701,758
323712,756
323721,754
323731,756
323741,755
323751,756
323761,755
323771,756
323781,755
323791,757
323801,755
323811,756
323821,755
323831,757
323841,755
323851,756
323861,755
323871,756
323881,754
323891,756
323901,755
323911,756
323921,755
323931,756
323941,757
323951,756
323961,754
323971,756
323981,755
323991,756
324001,755
324012,756
324022,754
324032,757
324042,755
324052,757
324062,755
324072,757
324082,755
324092,757
324102,755
324112,757
324131,756
324133,757
324143,754
324153,757
324163,754
324173,757
324183,754
324193,757
324203,754
324213,756
324224,754
324233,757
324243,754
324253,756
324263,754
324273,757
324283,754
324293,756
324303,754
324313,757
324323,754
324333,757
324343,754
324353,757
324363,754
324373,757
324383,754
324393,757
324403,754
324413,757
324423,754
324433,757
324443,754
324453,757
324463,754
324473,757
324483,754
324493,757
324503,754
324513,757
324524,754
324534,757
324544,754
324554,757
324564,754
324574,757
324584,754
324594,757
324604,754
324614,757
324624,754
324634,757
324644,754
324654,757
324664,754
324674,757
324684,754
324695,757
324705,754
324715,757
324725,755
324745,754
324748,756
324757,756
324767,755
324777,756
324787,755
324797,756
324807,755
324817,756
324827,755
324837,756
324847,755
324857,756
324867,755
324877,756
324887,755
324897,756
