Time,PPG,IBI,GSR,GSR_Event
7445736,296.89,542,778,0
7445746,286.42,542,780,0
7445756,275.37,542,779,0
7445766,266.21,542,780,0
7445776,260.19,542,779,0
7445786,260.26,542,780,0
7445796,268.07,542,779,0
7445806,286.22,542,780,0
7445816,319.15,542,779,0
7445826,365.69,542,780,0
7445836,420.34,542,779,0
7445847,478.91,542,780,0
7445857,536.97,542,779,0
7445876,591.11,543,779,0
7445879,638.22,543,781,0
7445889,675.74,543,781,0
7445899,702.04,543,780,0
7445909,720.50,543,781,0
7445919,733.47,543,780,0
7445929,742.58,543,781,0
7445939,749.01,543,780,0
7445949,753.51,543,781,0
7445959,756.14,543,780,0
7445969,754.08,543,781,0
7445979,744.93,543,780,0
7445989,727.38,543,781,0
7445999,700.18,543,780,0
7446009,663.83,543,781,0
7446019,618.58,543,780,0
7446029,566.16,543,781,0
7446039,510.53,543,780,0
7446049,455.94,543,781,0
7446060,405.04,543,780,0
7446070,360.85,543,781,0
7446080,323.95,543,780,0
7446090,295.59,543,780,0
7446100,275.31,543,781,0
7446110,263.26,543,781,0
7446120,258.04,543,780,0
7446130,258.89,543,780,0
7446140,264.06,543,781,0
7446150,272.57,543,781,0
7446160,282.43,543,781,0
7446170,292.93,543,781,0
7446180,302.55,543,781,0
7446190,311.09,543,781,0
7446200,317.40,543,781,0
7446210,321.61,543,781,0
7446220,323.18,543,781,0
7446231,322.74,543,781,0
7446241,319.86,543,781,0
7446251,315.40,543,781,0
7446261,309.20,543,781,0
7446272,302.15,543,781,0
7446281,294.22,543,781,0
7446291,286.14,543,780,0
7446301,278.00,543,781,0
7446311,270.63,543,780,0
7446321,264.48,543,780,0
7446331,261.12,543,780,0
7446341,262.24,543,781,0
7446351,270.36,543,780,0
7446361,287.31,543,780,0
7446371,315.80,543,780,0
7446381,356.96,543,781,0
7446391,407.63,543,780,0
7446401,463.58,543,780,0
7446411,520.97,543,781,0
7446430,575.92,554,780,0
7446433,625.40,554,781,0
7446443,665.87,554,781,0
7446452,695.31,554,780,0
7446462,715.91,554,781,0
7446472,730.34,554,780,0
7446482,740.44,554,781,0
7446492,747.51,554,780,0
7446502,752.45,554,781,0
7446512,755.92,554,780,0
7446522,755.13,554,781,0
7446532,747.93,554,780,0
7446542,732.27,554,781,0
7446552,707.20,554,780,0
7446562,672.73,554,781,0
7446572,629.31,554,780,0
7446582,577.62,554,780,0
7446592,521.97,554,780,0
7446602,466.27,554,781,0
7446612,413.99,554,780,0
7446622,367.75,554,781,0
7446632,329.00,554,780,0
7446642,298.48,554,781,0
7446652,276.61,554,780,0
7446662,262.80,554,780,0
7446672,256.34,554,780,0
7446682,256.24,554,781,0
7446692,260.93,554,780,0
7446702,268.92,554,780,0
7446712,278.72,554,780,0
7446722,289.04,554,781,0
7446732,298.97,554,780,0
7446743,307.51,554,781,0
7446753,313.83,554,780,0
7446763,317.87,554,781,0
7446773,319.32,554,780,0
7446784,318.62,554,781,0
7446793,315.69,554,780,0
7446803,311.11,554,781,0
7446813,304.95,554,780,0
7446823,298.19,554,781,0
7446833,290.81,554,780,0
7446843,283.41,554,781,0
7446853,275.74,554,780,0
7446863,268.41,554,781,0
7446873,261.43,554,780,0
7446883,255.26,554,781,0
7446893,249.61,554,780,0
7446903,245.31,554,781,0
7446913,242.95,554,780,0
7446923,244.42,554,781,0
7446933,251.49,554,780,0
7446943,266.82,554,781,0
7446953,292.67,554,780,0
7446963,330.87,554,781,0
7446973,379.98,554,780,0
7446983,435.92,554,781,0
7446993,494.61,554,780,0
7447012,552.41,582,779,0
7447015,605.35,582,781,0
7447024,650.11,582,781,0
7447034,684.24,582,780,0
7447044,708.12,582,781,0
7447054,724.84,582,780,0
7447064,736.55,582,781,0
7447074,744.74,582,780,0
7447084,750.48,582,781,0
7447094,754.49,582,780,0
7447104,757.34,582,781,0
7447114,756.34,582,780,0
7447124,748.95,582,781,0
7447134,733.41,582,780,0
7447144,708.69,582,781,0
7447154,674.24,582,780,0
7447164,630.80,582,781,0
7447174,579.00,582,780,0
7447184,523.29,582,781,0
7447194,467.36,582,780,0
7447204,415.05,582,781,0
7447214,368.53,582,780,0
7447224,330.10,582,781,0
7447234,299.99,582,780,0
7447244,278.86,582,781,0
7447255,265.70,582,780,0
7447265,260.39,582,781,0
7447275,260.83,582,780,0
7447285,266.50,582,781,0
7447296,274.92,582,780,0
7447305,285.36,582,781,0
7447315,295.71,582,780,0
7447325,305.52,582,781,0
7447335,313.25,582,780,0
7447345,319.13,582,781,0
7447355,322.01,582,779,0
7447365,322.82,582,781,0
7447375,320.73,582,780,0
7447385,317.00,582,781,0
7447395,311.13,582,779,0
7447405,304.40,582,781,0
7447415,296.31,582,780,0
7447425,288.16,582,781,0
7447435,279.54,582,779,0
7447445,271.62,582,781,0
7447455,263.68,582,779,0
7447465,256.92,582,781,0
7447475,250.47,582,779,0
7447485,245.36,582,781,0
7447495,240.66,582,780,0
7447505,237.25,582,781,0
7447515,234.26,582,779,0
7447525,232.47,582,781,0
7447535,230.91,582,779,0
7447545,230.60,582,781,0
