Time,PPG,IBI,GSR,GSR_Event
8248439,273.04,826,768,0
8248449,269.43,826,774,0
8248459,266.60,826,773,0
8248469,265.35,826,777,0
8248479,267.39,826,771,0
8248489,274.64,826,770,0
8248499,289.58,826,771,0
8248509,317.78,826,770,0
8248519,359.24,826,770,0
8248539,409.57,843,771,0
8248542,464.98,843,772,0
8248551,521.86,843,771,0
8248561,576.80,843,771,0
8248571,626.58,843,772,0
8248581,667.67,843,772,0
8248591,696.83,843,771,0
8248601,717.24,843,771,0
8248611,731.52,843,771,0
8248621,741.52,843,772,0
8248631,748.52,843,771,0
8248641,753.38,843,771,0
8248651,756.78,843,772,0
8248662,759.16,843,772,0
8248671,760.87,843,772,0
8248681,762.02,843,771,0
8248691,762.83,843,772,0
8248701,763.40,843,772,0
8248711,763.83,843,771,0
8248721,764.10,843,771,0
8248731,764.28,843,772,0
8248741,762.91,843,772,0
8248751,756.21,843,771,0
8248761,740.93,843,771,0
8248771,715.80,843,772,0
8248781,680.59,843,771,0
8248791,636.27,843,771,0
8248801,583.69,843,772,0
8248811,525.92,843,771,0
8248821,468.30,843,771,0
8248832,415.88,843,772,0
8248841,371.26,843,772,0
8248851,336.13,843,771,0
8248861,310.46,843,771,0
8248871,294.38,843,772,0
8248881,286.59,843,772,0
8248891,285.90,843,771,0
8248901,290.39,843,771,0
8248911,298.59,843,772,0
8248921,308.57,843,772,0
8248931,319.15,843,771,0
8248941,328.58,843,771,0
8248951,336.46,843,772,0
8248961,341.94,843,772,0
8248971,344.83,843,771,0
8248981,344.88,843,772,0
8248991,342.43,843,772,0
8249001,337.54,843,771,0
8249011,331.30,843,771,0
8249021,323.66,843,771,0
8249031,315.58,843,771,0
8249041,307.31,843,771,0
8249051,299.63,843,771,0
8249061,292.58,843,771,0
8249071,286.75,843,772,0
8249081,281.77,843,771,0
8249091,278.07,843,771,0
8249101,275.26,843,771,0
8249111,273.55,843,772,0
8249121,272.49,843,771,0
8249132,272.26,843,773,0
8249142,272.44,843,771,0
8249152,273.46,843,772,0
8249162,274.78,843,771,0
8249172,276.73,843,771,0
8249182,278.70,843,771,0
8249192,281.10,843,772,0
8249202,283.43,843,771,0
8249212,285.91,843,771,0
8249222,287.78,843,771,0
8249232,289.56,843,772,0
8249242,290.72,843,771,0
8249252,291.79,843,771,0
8249262,292.11,843,771,0
8249272,292.55,843,772,0
8249282,293.37,843,771,0
8249292,296.34,843,771,0
8249303,303.14,843,771,0
8249313,317.03,843,772,0
8249323,340.72,843,771,0
8249333,377.57,843,772,0
8249344,423.43,843,771,0
8249353,475.07,843,777,0
8249372,529.18,834,774,0
8249375,582.44,834,773,0
8249384,630.87,834,772,0
